Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
12302067746,"1 Sep 2024, 21:22:11",Morning Run,Run,,1396,3.15,,,false,,,activities/12302067746.gpx,,,1396.0,1285.0,3155.72998046875,4.676025390625,2.4558210372924805,40.04856872558594,40.15891647338867,41.70000076293945,61.79999923706055,10.101109504699707,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3208.699951171875,1725224448.0,8.0,9.1899995803833,-0.6700000166893005,2.2899999618530273,0.6200000047683716,1005.780029296875,10.609999656677246,18.729999542236328,280.0,0.0,1725223168.0,1725264000.0,0.875,,,0.7200000286102295,5.0,0.5400000214576721,32897.7890625,0.0,,,,,0.0,2.2605514526367188,0.0,,,,3448.0,,,,,2.4970428943634033,,,""
12319515997,"3 Sep 2024, 22:32:17",Morning Run,Run,,1871,4.42,,,false,,,activities/12319515997.gpx,,,1871.0,1758.0,4426.27978515625,4.487988471984863,2.5177929401397705,23.110559463500977,19.22419548034668,45.400001525878906,52.0,6.591340065002441,0.06777700781822205,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4444.0,1725400832.0,1.0,9.970000267028809,6.329999923706055,5.150000095367432,0.7200000286102295,1024.3199462890625,5.71999979019165,10.90999984741211,8.0,0.0,1725395840.0,1725436928.0,0.0,,,0.05999999865889549,5.0,0.11999999731779099,32559.0,1.0,,,,,0.0,2.365729331970215,0.0,,,,5066.0,,,,,2.5278725624084473,,,""
12328922502,"5 Sep 2024, 00:07:46",Morning Run,Run,,1365,3.03,,,false,,,activities/12328922502.gpx,,,1365.0,1279.0,3032.070068359375,4.483984470367432,2.370656728744507,48.39434814453125,41.26702117919922,43.70000076293945,58.900001525878906,7.608736038208008,0.20777884125709534,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3114.89990234375,1725494400.0,8.0,16.780000686645508,10.109999656677246,5.400000095367432,0.4699999988079071,1013.9400024414062,9.229999542236328,16.25,2.0,0.20999999344348907,1725482112.0,1725523328.0,0.125,,,0.3499999940395355,5.0,0.9300000071525574,29297.0,3.0,,,,,0.0,2.221296787261963,0.0,,,,3608.0,,,,,2.4354183673858643,,,""
12347862337,"7 Sep 2024, 10:12:53",Evening Run,Run,,1921,4.50,,,false,,,activities/12347862337.gpx,,,1921.0,1863.0,4505.2099609375,4.568005561828613,2.418255567550659,31.770572662353516,30.119226455688477,44.599998474121094,55.0,6.944457054138184,0.02219652384519577,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4550.5,1725703168.0,3.0,14.739999771118164,13.100000381469727,7.289999961853027,0.6100000143051147,1021.7899780273438,2.690000057220459,7.039999961853027,309.0,0.0,1725654784.0,1725696256.0,0.125,,,0.0,1.0,0.7900000214576721,31721.0,0.0,,,,,0.0,2.3452420234680176,0.0,,,,5460.0,,,,,2.442565679550171,,,media/D9A31F2A-219A-46F7-9B86-9C34CBAA4621.jpg
12382812479,"11 Sep 2024, 11:28:34",Night Run,Run,,1868,4.50,,,false,,,activities/12382812479.gpx,,,1868.0,1849.0,4502.1201171875,4.128979682922363,2.434894561767578,43.17781448364258,40.81784439086914,44.900001525878906,55.0,10.85346794128418,0.037759989500045776,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4558.5,1726052352.0,3.0,11.1899995803833,6.579999923706055,8.229999542236328,0.8199999928474426,1026.18994140625,5.360000133514404,8.789999961853027,183.0,0.3400000035762787,1726000000.0,1726041984.0,0.125,,,0.800000011920929,5.0,0.9800000190734863,16102.0,0.0,,,,,0.0,2.410128593444824,0.0,,,,5332.0,,,,,2.4653866291046143,,,""
12389768731,"12 Sep 2024, 07:57:13",Evening Run,Run,"",1067,2.65,,,false,,,activities/12389768731.gpx,,,1067.0,1011.0,2658.590087890625,5.054003715515137,2.6296637058258057,15.212235450744629,10.670927047729492,44.0,52.0,8.973054885864258,0.1316487193107605,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,2677.199951171875,1726124416.0,1.0,13.600000381469727,11.4399995803833,5.739999771118164,0.5899999737739563,1029.8900146484375,4.260000228881836,8.529999732971191,186.0,0.0,1726086272.0,1726128512.0,0.25,,,0.1899999976158142,5.0,0.12999999523162842,32227.0,0.0,,,,,0.0,2.491649627685547,0.0,,,,2992.0,,,,,2.6480712890625,,,""
12395785918,"12 Sep 2024, 22:51:58",Morning Run,Run,"",1861,5.02,,,false,,,activities/12395785918.gpx,,,1861.0,1847.0,5025.3798828125,7.691999912261963,2.7208337783813477,12.475166320800781,13.007489204406738,9.5,16.899999618530273,8.143302917480469,-0.057707078754901886,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5038.2001953125,1726178432.0,2.0,10.109999656677246,10.550000190734863,7.170000076293945,0.8199999928474426,1029.9599609375,1.8899999856948853,3.880000114440918,310.0,0.0,1726172544.0,1726214912.0,0.375,,,0.30000001192092896,5.0,0.47999998927116394,26890.69921875,1.0,,,,,0.0,2.7003653049468994,0.0,,,,5398.0,,,,,2.7277748584747314,,,media/C2590616-F184-4688-8DD5-0D107C3D4BE5.jpg
12420210764,"15 Sep 2024, 21:09:09",Morning Run,Run,,1932,5.01,,,false,,,activities/12420210764.gpx,,,1932.0,1920.0,5009.58984375,3.830004930496216,2.609161376953125,26.977346420288086,22.60181999206543,44.900001525878906,52.0,7.968118190765381,0.06786982715129852,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5029.7001953125,1726434048.0,3.0,7.53000020980835,4.099999904632568,4.480000019073486,0.8100000023841858,1031.3699951171875,3.799999952316284,8.050000190734863,261.0,0.0,1726431488.0,1726474240.0,0.375,,,0.5299999713897705,5.0,0.8700000047683716,29266.0,0.0,,,,,0.0,2.5929553508758545,0.0,,,,5654.0,,,,,2.6196353435516357,,,""
12428264192,"16 Sep 2024, 22:33:15",Morning Run,Run,"",1142,3.01,,,false,,,activities/12428264192.gpx,,,1142.0,1104.0,3013.580078125,4.07000732421875,2.729691982269287,13.800297737121582,16.906639099121094,43.70000076293945,54.29999923706055,7.648122787475586,-0.08959443122148514,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3030.699951171875,1726524032.0,3.0,8.819999694824219,4.909999847412109,5.369999885559082,0.7900000214576721,1028.06005859375,3.950000047683716,8.319999694824219,290.0,0.0,1726517888.0,1726560768.0,0.375,,,0.2800000011920929,5.0,0.9300000071525574,29638.619140625,1.0,,,,,0.0,2.638861656188965,0.0,,,,3212.0,,,,,2.745199203491211,,,""
12437085149,"17 Sep 2024, 22:09:30",Morning Run,Run,"",2048,5.01,,,false,,,activities/12437085149.gpx,,,2048.0,1901.0,5017.419921875,4.672021389007568,2.6393582820892334,26.9012451171875,23.025455474853516,45.400001525878906,52.400001525878906,6.361830711364746,0.0597916878759861,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5035.7001953125,1726610432.0,1.0,9.010000228881836,5.460000038146973,2.7799999713897705,0.6499999761581421,1015.6599731445312,5.340000152587891,11.210000038146973,353.0,0.0,1726604160.0,1726647168.0,0.375,,,0.5,5.0,0.25999999046325684,31334.6796875,1.0,,,,,0.0,2.4499120712280273,0.0,,,,5562.0,,,,,2.6489741802215576,,,""
12461908845,"20 Sep 2024, 21:45:37",Morning Run,Run,Abs + run,1985,5.25,,,false,,,activities/12461908845.gpx,,,1985.0,1985.0,5250.81982421875,4.73699951171875,2.645249366760254,27.99505615234375,22.590293884277344,44.900001525878906,52.0,8.216928482055664,0.07998751103878021,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5272.2998046875,1726866048.0,3.0,9.25,6.590000152587891,6.340000152587891,0.8199999928474426,1009.1599731445312,3.319999933242798,7.670000076293945,308.0,0.14000000059604645,1726863104.0,1726906496.0,0.625,,,0.47999998927116394,5.0,0.8700000047683716,24585.0,0.0,,,,,0.0,2.645249366760254,0.0,,,,5804.0,,,,,2.6560704708099365,,,""
12506921612,"26 Sep 2024, 08:59:23",Evening Run,Run,"",2051,5.02,,,false,,,activities/12506921612.gpx,,,2051.0,1978.0,5026.8701171875,4.693999290466309,2.5413904190063477,31.97226333618164,32.505924224853516,42.400001525878906,52.400001525878906,19.662822723388672,0.021882403641939163,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5103.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4509360790252686,0.0,,,,5708.0,,,,,2.580333709716797,,,""
12511787268,"26 Sep 2024, 21:32:19",Morning Run,Run,,2192,5.59,,,false,,,activities/12511787268.gpx,,,2192.0,2183.0,5596.7900390625,3.871002197265625,2.5638067722320557,30.763959884643555,26.394609451293945,44.900001525878906,52.400001525878906,6.3082075119018555,0.0625358447432518,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5618.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5532801151275635,0.0,,,,6490.0,,,,,2.5735225677490234,,,media/D623B851-86E7-4D28-97AB-802EC24B1CA8.jpg
12518716716,"27 Sep 2024, 21:18:07",Morning Run,Run,,2139,5.52,,,false,,,activities/12518716716.gpx,,,2139.0,2135.0,5523.64013671875,4.168005466461182,2.5871851444244385,26.168188095092773,25.07821273803711,44.900001525878906,52.0,8.688791275024414,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5539.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5823469161987305,0.0,,,,6362.0,,,,,2.5947072505950928,,,""
12536324894,"29 Sep 2024, 21:59:23",Morning Run,Run,"",2268,6.04,,,false,,,activities/12536324894.gpx,,,2268.0,2220.0,6040.2099609375,6.3319993019104,2.7208151817321777,16.62014389038086,17.18497657775879,9.5,16.899999618530273,16.33390998840332,-0.05132272094488144,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6059.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.66323184967041,0.0,,,,6404.0,,,,,2.7295496463775635,,,media/5127106E-F928-496F-957B-FEEB22A9E409.jpg|media/F536CA15-0E37-4D1F-BB1B-6B9F66D63801.jpg|media/605F29E6-EAE3-44D0-9B0B-FECC2B1A0948.jpg
12600798312,"30 Sep 2024, 22:16:27",Morning Run,Run,"",601764,4.00,,,false,,,activities/12600798312.gpx,,,601764.0,1581.0,4000.6201171875,4.143017768859863,2.5304365158081055,8.075939178466797,10.009565353393555,9.5,16.899999618530273,5.130397796630859,-0.09998449683189392,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4001.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.006648154463618994,0.0,,,,4468.0,,,,,2.5309929847717285,,,media/5CE71835-9E87-4215-A208-BB9FD4737070.jpg|media/E07A0AD6-6989-4E2A-9707-453C933C2AC0.mp4
12600910919,"7 Oct 2024, 21:26:11",Morning Run,Run,,1345,3.33,,,false,,,activities/12600910919.gpx,,,1345.0,1216.0,3329.22998046875,4.448022365570068,2.737853527069092,17.57437515258789,12.979375839233398,44.900001525878906,54.5,16.191247940063477,0.11113680899143219,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3365.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.475263833999634,0.0,,,,3576.0,,,,,2.7672698497772217,,,""
12609353049,"8 Oct 2024, 21:37:58",Morning Run,Run,"",2464,6.15,,,false,,,activities/12609353049.gpx,,,2464.0,2327.0,6157.580078125,7.308000087738037,2.6461453437805176,14.584864616394043,18.674631118774414,9.5,16.899999618530273,6.59340763092041,-0.08607277274131775,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6172.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4990179538726807,0.0,,,,6902.0,,,,,2.6523420810699463,,,media/D21FCE6E-086B-4C11-8DCA-161DD4DB11FD.jpg
12619356914,"10 Oct 2024, 06:35:56",Evening Run,Run,"",2409,6.01,,,false,,,activities/12619356914.gpx,,,2409.0,2312.0,6015.60009765625,4.595995903015137,2.601903200149536,17.21764373779297,17.767642974853516,9.5,16.899999618530273,6.68450927734375,-0.05153268203139305,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6030.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.497135877609253,0.0,,,,6854.0,,,,,2.608520746231079,,,media/2865D30F-9FA4-4896-BE17-90FA59B73B85.jpg|media/78E4ADEF-9065-45C5-ADA9-DFF0B3EF4E77.jpg|media/ED568047-981C-4A5E-B3BF-4CC4B485F04A.jpg
12651166527,"14 Oct 2024, 07:14:46",Evening Run,Run,"",2366,6.51,,,false,,,activities/12651166527.gpx,,,2366.0,2366.0,6517.5,4.573333263397217,2.7546491622924805,5.721136093139648,9.821136474609375,9.5,16.899999618530273,5.9311981201171875,-0.05677023530006409,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6519.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7546491622924805,0.0,,,,7120.0,,,,,2.7555789947509766,,,media/090944D8-10C3-4AA8-99F9-14F1FA4BED22.jpg|media/89AE213A-7957-4306-A52D-0CDC2C60C4E0.jpg|media/1BCBC603-346B-4073-AD30-2E48F6CBFF33.jpg
12656638773,"14 Oct 2024, 21:09:09",Morning Run,Run,"",2999,7.00,,,false,,,activities/12656638773.gpx,,,2999.0,2771.0,7005.56982421875,4.247999668121338,2.5281739234924316,27.250185012817383,27.998178482055664,9.5,16.899999618530273,22.07052230834961,-0.03140358254313469,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,7060.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.335968494415283,0.0,,,,8156.0,,,,,2.5478527545928955,,,media/EB4F9645-6C7D-4FEA-9AC6-0CF4C879B203.jpg|media/108667D4-0CCE-448D-B4D0-47008BE6B85A.jpg|media/D9A05D62-794C-4EBD-B61F-9C4B16EF629D.jpg
12704886549,"20 Oct 2024, 21:06:32",Morning Run,Run,"",3354,7.06,,,false,,,activities/12704886549.gpx,,,3354.0,2664.0,7062.06982421875,4.987988471984863,2.6509270668029785,27.445110321044922,25.9326114654541,9.5,17.299999237060547,14.433062553405762,0.00566406175494194,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,7113.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.1055665016174316,1244.0,,,,7704.0,,,,,2.6702327728271484,,,media/6B6C8AC8-C2D4-4BDE-924D-EC4D4E7D4E21.jpg|media/1FA9F812-E8BE-4965-975A-0AB490B88E62.jpg|media/F101D6A2-CA67-40A4-A9CB-0D0946BE26F8.jpg
12712136524,"21 Oct 2024, 21:02:05",Morning Run,Run,"",2373,6.02,,,false,,,activities/12712136524.gpx,,,2373.0,2342.0,6020.7001953125,4.498000144958496,2.570751667022705,16.121198654174805,18.298391342163086,9.5,16.899999618530273,5.870858192443848,-0.013287491165101528,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6050.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.537168264389038,0.0,,,,6868.0,,,,,2.583646535873413,,,""
12723541169,"23 Oct 2024, 08:11:46",Evening Run,Run,"",2252,6.01,,,false,,,activities/12723541169.gpx,,,2252.0,2231.0,6016.56982421875,5.141992092132568,2.6968040466308594,20.641157150268555,19.501157760620117,9.5,18.5,7.329617977142334,-0.008310383185744286,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6048.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6716561317443848,0.0,,,,6584.0,,,,,2.7112057209014893,,,media/59ABAEF7-4E8C-47D5-9D7F-9CD576B4155C.jpg|media/BE97444B-D0D4-46BF-A6D7-2421ABCB17A7.jpg
12729426724,"23 Oct 2024, 22:02:06",Morning Run,Run,"",2270,6.01,,,false,,,activities/12729426724.gpx,,,2270.0,2262.0,6012.580078125,3.845996141433716,2.658081293106079,21.106069564819336,20.510616302490234,9.5,16.899999618530273,8.1967134475708,-0.00997907668352127,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6035.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6487135887145996,0.0,,,,6552.0,,,,,2.6683907508850098,,,media/3FED0E0C-1243-4C26-89D6-6EBF1727FC67.jpg|media/C6BE1819-8B27-4814-82A7-E8C6F279DCA3.jpg|media/BD4F6A35-2AFF-4452-9E98-C41F3547CF7F.jpg|media/B4403029-CAD2-45EC-A192-525C0D69121B.jpg
12771092324,"29 Oct 2024, 07:54:46",Evening Run,Run,,2215,6.02,,,false,,,activities/12771092324.gpx,,,2215.0,2167.0,6020.2001953125,4.820000171661377,2.7781264781951904,19.47947120666504,20.652660369873047,9.5,16.899999618530273,6.976744174957275,-0.028238264843821526,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6048.0,1730185216.0,1.0,18.420000076293945,18.3700008392334,11.010000228881836,0.6200000047683716,1023.469970703125,4.070000171661377,8.489999771118164,179.0,0.0,1730142976.0,1730191872.0,0.875,,,0.0,1.0,0.019999999552965164,26056.0,1.0,,,,,0.0,2.717923164367676,0.0,,,,6352.0,,,,,2.7909553050994873,,,""
12786349505,"31 Oct 2024, 01:07:20",Afternoon Hike,Hike,The way back was rough,5222,4.93,,,false,,,activities/12786349505.gpx,,,5222.0,4517.0,4932.39990234375,2.4200000762939453,1.0919636487960815,104.67472839355469,59.48305892944336,61.900001525878906,124.9000015258789,28.947368621826172,0.8981428742408752,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1730336384.0,3.0,17.079999923706055,14.010000228881836,8.489999771118164,0.5699999928474426,1013.7999877929688,4.130000114440918,8.850000381469727,191.0,0.009999999776482582,1730315648.0,1730364800.0,0.875,,,0.10000000149011612,5.0,0.8899999856948853,21816.0,6.0,,,,,0.0,0.9445423483848572,4103.0,,,,6696.0,,,,,,,6696.0,media/D7BA1280-1A5C-4203-AD89-AAAF0B6C4999.jpg|media/205358A8-671C-4B4D-91AC-AB8FE78BC600.jpg|media/B0226E7C-793F-4519-9F73-2ADA1FEA7A11.jpg|media/08BDAF6E-5AE3-4B89-BFFC-41A591279DEA.mp4|media/A9E637BF-D9E6-4A58-9D92-0126A44F64DB.jpg
